"","species","species_sensitivity","accession_id","sample_name","read_length","total_reads","sum_reads","taxon_abundance"
"4885","Rothia dentocariosa",96.9387755102041,"NZ_CP079201.1","SI001","75",98,999955,0.00980044
"4886","Rothia mucilaginosa",99.7288505260769,"NZ_CP079822.1","SI001","75",810623,999955,81.06594797
"4887","Streptococcus australis",78.0495922782493,"NZ_LS483444.1","SI001","75",12018,999955,1.20185408
"4888","Streptococcus mitis",79.2272286821705,"NZ_CP012646.1","SI001","75",16512,999955,1.65127431
"4889","Streptococcus pseudopneumoniae",66.0714285714286,"NC_015875.1","SI001","75",56,999955,0.00560025
"4890","Streptococcus suis",88.5714285714286,"NZ_CP079193.1","SI001","75",70,999955,0.00700032
"4891","Treponema sp. OMZ 838",41.8367346938776,"NZ_CP009227.1","SI001","75",196,999955,0.01960088
"4892","uncultured Actinomyces sp.",0,"NZ_CAKAHJ010000001.1","SI001","75",154,999955,0.01540069
"4893","uncultured Porphyromonas sp.",0,"NZ_UQJH01000001.1","SI001","75",6524,999955,0.65242936
"4894","uncultured Streptococcus sp.",0,"NZ_CAMNMG010000001.1","SI001","75",140,999955,0.01400063
"4895","uncultured Treponema sp.",0,"NZ_CALHUL010000006.1","SI001","75",7112,999955,0.71123201
"4896","Veillonella atypica",98.034398034398,"NZ_CP020566.1","SI001","75",407,999955,0.04070183
"4897","Veillonella dispar",86.6071428571429,"NZ_LR134375.1","SI001","75",112,999955,0.0112005
"4898","Veillonella nakazawae",86.734693877551,"NZ_AP022321.1","SI001","75",98,999955,0.00980044
"4899","Veillonella parvula",97.624703087886,"NZ_CP019721.1","SI001","75",421,999955,0.04210189
"4900","Actinomyces graevenitzii",0,"CP097095.1","SI002","150",146,999864,0.01460199
"4901","Actinomyces pacaensis",97.6190476190476,"NZ_LT635457.1","SI002","150",42,999864,0.00420057
"4902","Pseudoprevotella muciniphila",99.8998569384835,"NZ_CP033459.1","SI002","150",20970,999864,2.09728523
"4903","Alloprevotella tannerae",0,"CAKAFU010000002.1","SI002","150",35,999864,0.00350048
"4904","Bacteroides fragilis",95.8697068403909,"NZ_CP036550.1","SI002","150",15350,999864,1.53520879
"4905","Campylobacter concisus",99.8171088568084,"NZ_CP049272.1","SI002","150",41008,999864,4.10135778
"4906","Campylobacter showae",99.5575221238938,"NZ_CP012544.1","SI002","150",452,999864,0.04520615
"4907","Capnocytophaga gingivalis",100,"NZ_CP022386.1","SI002","150",167,999864,0.01670227
"4908","Capnocytophaga leadbetteri",100,"NZ_CP022384.1","SI002","150",43,999864,0.00430058
"4909","Capnocytophaga sputigena",97.4358974358974,"NZ_CP022379.1","SI002","150",39,999864,0.00390053
"4910","Catonella morbi",0,"ACIL03000013.1","SI002","150",38,999864,0.00380052
"4911","Fusobacterium nucleatum",88.1796690307329,"NZ_CP028101.1","SI002","150",423,999864,0.04230575
"4912","Fusobacterium pseudoperiodonticum",96.8064066400804,"NZ_CP024703.1","SI002","150",61686,999864,6.16943904
"4913","Gemella haemolysans",99.8195380173243,"NZ_CP083637.1","SI002","150",8312,999864,0.83131306
"4914","Haemophilus haemolyticus",96.645364191682,"NZ_CP031243.1","SI002","150",49603,999864,4.96097469
"4915","Haemophilus influenzae",92.9120111731844,"NZ_AP018768.1","SI002","150",2864,999864,0.28643896
"4916","Haemophilus parahaemolyticus",99.4514536478332,"NZ_CP038817.1","SI002","150",5469,999864,0.54697439
"4917","Haemophilus parainfluenzae",99.0650636154587,"NZ_CP035368.2","SI002","150",125677,999864,12.56940944
"4918","Human rhinovirus sp.",0,"MT157224.1","SI002","150",9,999864,0.00090012
"4919","Lancefieldella parvula",100,"NC_013203.1","SI002","150",187,999864,0.01870254
"4920","Lautropia mirabilis",99.968223705116,"NZ_LR134378.1","SI002","150",9441,999864,0.94422842
"4921","Leptotrichia trevisanii",96.6666666666667,"NZ_AP019831.1","SI002","150",90,999864,0.00900122
"4922","Leptotrichia wadei",96.9010825551607,"NZ_AP019829.2","SI002","150",24202,999864,2.42052919
"4923","Micrococcus luteus",79.5302013422819,"NZ_CP101528.1","SI002","150",298,999864,0.02980405
"4924","Neisseria mucosa",87.4281943568866,"NZ_CP053939.1","SI002","150",169729,999864,16.97520863
"4925","Neisseria subflava",91.0034602076124,"NZ_CP073114.1","SI002","150",289,999864,0.02890393
"4926","Porphyromonas gingivalis",99.5253164556962,"NZ_CP092048.1","SI002","150",632,999864,0.0632086
"4927","Prevotella dentalis",99.3975903614458,"NC_019960.1","SI002","150",166,999864,0.01660226
"4928","Prevotella intermedia",95.5789473684211,"NZ_CP024696.1","SI002","150",1900,999864,0.19002584
"4929","Prevotella jejuni",97.7274736935184,"NZ_CP072363.1","SI002","150",33927,999864,3.39316147
"4930","Prevotella melaninogenica",97.5719736385709,"AP018050.1","SI002","150",5766,999864,0.57667843
"4931","Prevotella scopos",97.8366515127763,"NZ_CP072390.1","SI002","150",6379,999864,0.63798677
"4932","Rhinovirus A",100,"NC_038311.1","SI002","150",5064,999864,0.50646888
"4933","Rhinovirus C",100,"NC_009996.1","SI002","150",5,999864,0.00050007
"4934","Rothia dentocariosa",99.4152046783626,"NZ_CP079201.1","SI002","150",171,999864,0.01710233
"4935","Rothia mucilaginosa",99.9394122993032,"NZ_CP079822.1","SI002","150",19806,999864,1.9808694
"4936","Schaalia odontolytica",99.6971659810887,"NZ_CP102197.1","SI002","150",299504,999864,29.95447381
"4937","Selenomonas sp. oral taxon 478",92.156862745098,"NZ_CP012071.1","SI002","150",102,999864,0.01020139
"4938","Streptococcus australis",87.7551020408163,"NZ_LS483444.1","SI002","150",49,999864,0.00490067
"4939","Streptococcus mitis",91.8129988597491,"NZ_CP012646.1","SI002","150",35080,999864,3.50847715
"4940","Streptococcus pseudopneumoniae",84.8214285714286,"NC_015875.1","SI002","150",112,999864,0.01120152
"4941","Streptococcus suis",97.7272727272727,"NZ_CP079193.1","SI002","150",88,999864,0.0088012
"4942","uncultured Actinomyces sp.",0,"NZ_CAKAHJ010000001.1","SI002","150",13994,999864,1.39959034
"4943","uncultured Campylobacter sp.",0,"NZ_CALGPY010000005.1","SI002","150",2259,999864,0.22593073
"4944","uncultured Fusobacterium sp.",0,"NZ_CAKOJV010000001.1","SI002","150",101,999864,0.01010137
"4945","uncultured Porphyromonas sp.",0,"NZ_UQJH01000001.1","SI002","150",68,999864,0.00680092
"4946","uncultured Prevotella sp.",0,"NZ_CAJTJS010000001.1","SI002","150",14423,999864,1.44249618
"4947","uncultured Streptococcus sp.",0,"NZ_CAMNMG010000001.1","SI002","150",360,999864,0.0360049
"4948","uncultured Treponema sp.",0,"NZ_CALHUL010000006.1","SI002","150",2626,999864,0.26263572
"4949","Veillonella atypica",99.5645149961368,"NZ_CP020566.1","SI002","150",14237,999864,1.42389365
"4950","Veillonella dispar",93.8982147615241,"NZ_LR134375.1","SI002","150",3753,999864,0.37535105
"4951","Veillonella nakazawae",87.9184861717613,"NZ_AP022321.1","SI002","150",2061,999864,0.20612803
"4952","Veillonella parvula",99.5468277945619,"NZ_CP019721.1","SI002","150",662,999864,0.066209
"4953","Actinomyces graevenitzii",0,"CP097095.1","SI002","300",146,996444,0.0146521
"4954","Actinomyces pacaensis",100,"NZ_LT635457.1","SI002","300",42,996444,0.00421499
"4955","Pseudoprevotella muciniphila",99.9377811812004,"NZ_CP033459.1","SI002","300",20894,996444,2.09685642
"4956","Alloprevotella tannerae",0,"CAKAFU010000002.1","SI002","300",35,996444,0.00351249
"4957","Bacteroides fragilis",96.8619246861925,"NZ_CP036550.1","SI002","300",15296,996444,1.53505867
"4958","Campylobacter concisus",99.9192225785132,"NZ_CP049272.1","SI002","300",40853,996444,4.09987917
"4959","Campylobacter showae",99.7787610619469,"NZ_CP012544.1","SI002","300",452,996444,0.0453613
"4960","Capnocytophaga gingivalis",100,"NZ_CP022386.1","SI002","300",167,996444,0.0167596
"4961","Capnocytophaga leadbetteri",97.6744186046512,"NZ_CP022384.1","SI002","300",43,996444,0.00431535
"4962","Capnocytophaga sputigena",100,"NZ_CP022379.1","SI002","300",39,996444,0.00391392
"4963","Catonella morbi",0,"ACIL03000013.1","SI002","300",38,996444,0.00381356
"4964","Fusobacterium nucleatum",95.7244655581948,"NZ_CP028101.1","SI002","300",421,996444,0.04225024
"4965","Fusobacterium pseudoperiodonticum",98.7619775821959,"NZ_CP024703.1","SI002","300",61469,996444,6.16883638
"4966","Gemella haemolysans",99.9154589371981,"NZ_CP083637.1","SI002","300",8280,996444,0.83095488
"4967","Haemophilus haemolyticus",98.6244841815681,"NZ_CP031243.1","SI002","300",49436,996444,4.96124218
"4968","Haemophilus influenzae",97.4421864050455,"NZ_AP018768.1","SI002","300",2854,996444,0.2864185
"4969","Haemophilus parahaemolyticus",99.7795738427627,"NZ_CP038817.1","SI002","300",5444,996444,0.54634279
"4970","Haemophilus parainfluenzae",99.5138617259904,"NZ_CP035368.2","SI002","300",125273,996444,12.57200605
"4971","Human rhinovirus sp.",0,"MT157224.1","SI002","300",9,996444,0.00090321
"4972","Lancefieldella parvula",100,"NC_013203.1","SI002","300",184,996444,0.01846566
"4973","Lautropia mirabilis",99.9787279302276,"NZ_LR134378.1","SI002","300",9402,996444,0.94355528
"4974","Leptotrichia trevisanii",96.6666666666667,"NZ_AP019831.1","SI002","300",90,996444,0.00903212
"4975","Leptotrichia wadei",98.7109342617923,"NZ_AP019829.2","SI002","300",24126,996444,2.42120982
"4976","Micrococcus luteus",91.2751677852349,"NZ_CP101528.1","SI002","300",298,996444,0.02990635
"4977","Neisseria mucosa",95.3572653210836,"NZ_CP053939.1","SI002","300",169146,996444,16.97496297
"4978","Neisseria subflava",97.5778546712803,"NZ_CP073114.1","SI002","300",289,996444,0.02900314
"4979","Porphyromonas gingivalis",99.2050874403816,"NZ_CP092048.1","SI002","300",629,996444,0.06312447
"4980","Prevotella dentalis",100,"NC_019960.1","SI002","300",165,996444,0.01655888
"4981","Prevotella intermedia",97.2559366754617,"NZ_CP024696.1","SI002","300",1895,996444,0.19017627
"4982","Prevotella jejuni",98.6215056944239,"NZ_CP072363.1","SI002","300",33805,996444,3.39256396
"4983","Prevotella melaninogenica",98.0024318221296,"AP018050.1","SI002","300",5757,996444,0.57775449
"4984","Prevotella scopos",99.4023277760302,"NZ_CP072390.1","SI002","300",6358,996444,0.63806897
"4985","Rhinovirus A",100,"NC_038311.1","SI002","300",5046,996444,0.50640076
"4986","Rhinovirus C",100,"NC_009996.1","SI002","300",5,996444,0.00050178
"4987","Rothia dentocariosa",100,"NZ_CP079201.1","SI002","300",170,996444,0.01706067
"4988","Rothia mucilaginosa",99.9949346570763,"NZ_CP079822.1","SI002","300",19742,996444,1.98124531
"4989","Schaalia odontolytica",99.889108884355,"NZ_CP102197.1","SI002","300",298491,996444,29.95562219
"4990","Selenomonas sp. oral taxon 478",97.0588235294118,"NZ_CP012071.1","SI002","300",102,996444,0.0102364
"4991","Streptococcus australis",93.8775510204082,"NZ_LS483444.1","SI002","300",49,996444,0.00491749
"4992","Streptococcus mitis",94.9596889473383,"NZ_CP012646.1","SI002","300",34978,996444,3.51028256
"4993","Streptococcus pseudopneumoniae",90.990990990991,"NC_015875.1","SI002","300",111,996444,0.01113961
"4994","Streptococcus suis",96.5909090909091,"NZ_CP079193.1","SI002","300",88,996444,0.0088314
"4995","uncultured Actinomyces sp.",0,"NZ_CAKAHJ010000001.1","SI002","300",13934,996444,1.39837261
"4996","uncultured Campylobacter sp.",0,"NZ_CALGPY010000005.1","SI002","300",2247,996444,0.22550188
"4997","uncultured Fusobacterium sp.",0,"NZ_CAKOJV010000001.1","SI002","300",101,996444,0.01013604
"4998","uncultured Porphyromonas sp.",0,"NZ_UQJH01000001.1","SI002","300",68,996444,0.00682427
"4999","uncultured Prevotella sp.",0,"NZ_CAJTJS010000001.1","SI002","300",14372,996444,1.44232892
"5000","uncultured Streptococcus sp.",0,"NZ_CAMNMG010000001.1","SI002","300",358,996444,0.03592776
"5001","uncultured Treponema sp.",0,"NZ_CALHUL010000006.1","SI002","300",2613,996444,0.2622325
"5002","Veillonella atypica",99.8166819431714,"NZ_CP020566.1","SI002","300",14183,996444,1.42336147
"5003","Veillonella dispar",97.0304975922953,"NZ_LR134375.1","SI002","300",3738,996444,0.37513398
"5004","Veillonella nakazawae",93.427458617332,"NZ_AP022321.1","SI002","300",2054,996444,0.20613301
"5005","Veillonella parvula",100,"NZ_CP019721.1","SI002","300",659,996444,0.06613518
"5006","Actinomyces graevenitzii",0,"CP097095.1","SI002","75",146,999766,0.01460342
"5007","Actinomyces pacaensis",100,"NZ_LT635457.1","SI002","75",42,999766,0.00420098
"5008","Pseudoprevotella muciniphila",99.8378558824932,"NZ_CP033459.1","SI002","75",20969,999766,2.09739079
"5009","Alloprevotella tannerae",0,"CAKAFU010000002.1","SI002","75",35,999766,0.00350082
"5010","Bacteroides fragilis",94.4035442048342,"NZ_CP036550.1","SI002","75",15349,999766,1.53525925
"5011","Campylobacter concisus",99.3513460788139,"NZ_CP049272.1","SI002","75",41008,999766,4.10175981
"5012","Campylobacter showae",98.4513274336283,"NZ_CP012544.1","SI002","75",452,999766,0.04521058
"5013","Capnocytophaga gingivalis",99.4011976047904,"NZ_CP022386.1","SI002","75",167,999766,0.01670391
"5014","Capnocytophaga leadbetteri",90.6976744186046,"NZ_CP022384.1","SI002","75",43,999766,0.00430101
"5015","Capnocytophaga sputigena",97.4358974358974,"NZ_CP022379.1","SI002","75",39,999766,0.00390091
"5016","Catonella morbi",0,"ACIL03000013.1","SI002","75",38,999766,0.00380089
"5017","Fusobacterium nucleatum",72.8132387706856,"NZ_CP028101.1","SI002","75",423,999766,0.0423099
"5018","Fusobacterium pseudoperiodonticum",88.6144070543993,"NZ_CP024703.1","SI002","75",61692,999766,6.17064393
"5019","Gemella haemolysans",98.4961501443696,"NZ_CP083637.1","SI002","75",8312,999766,0.83139455
"5020","Haemophilus haemolyticus",86.6166656585818,"NZ_CP031243.1","SI002","75",49599,999766,4.96106089
"5021","Haemophilus influenzae",77.409217877095,"NZ_AP018768.1","SI002","75",2864,999766,0.28646703
"5022","Haemophilus parahaemolyticus",97.9155238617663,"NZ_CP038817.1","SI002","75",5469,999766,0.547028
"5023","Haemophilus parainfluenzae",96.9659585644813,"NZ_CP035368.2","SI002","75",125641,999766,12.56704069
"5024","Human rhinovirus sp.",0,"MT157224.1","SI002","75",9,999766,0.00090021
"5025","Lancefieldella parvula",100,"NC_013203.1","SI002","75",187,999766,0.01870438
"5026","Lautropia mirabilis",99.7564075407753,"NZ_LR134378.1","SI002","75",9442,999766,0.94442099
"5027","Leptotrichia trevisanii",95.5555555555556,"NZ_AP019831.1","SI002","75",90,999766,0.00900211
"5028","Leptotrichia wadei",88.178174455601,"NZ_AP019829.2","SI002","75",24201,999766,2.42066644
"5029","Micrococcus luteus",61.744966442953,"NZ_CP101528.1","SI002","75",298,999766,0.02980697
"5030","Neisseria mucosa",64.8327755255963,"NZ_CP053939.1","SI002","75",169712,999766,16.97517219
"5031","Neisseria subflava",69.5501730103806,"NZ_CP073114.1","SI002","75",289,999766,0.02890676
"5032","Porphyromonas gingivalis",97.626582278481,"NZ_CP092048.1","SI002","75",632,999766,0.06321479
"5033","Prevotella dentalis",99.3975903614458,"NC_019960.1","SI002","75",166,999766,0.01660389
"5034","Prevotella intermedia",93.8947368421053,"NZ_CP024696.1","SI002","75",1900,999766,0.19004447
"5035","Prevotella jejuni",93.9725300636642,"NZ_CP072363.1","SI002","75",33928,999766,3.3935941
"5036","Prevotella melaninogenica",96.28923183631,"AP018050.1","SI002","75",5767,999766,0.57683498
"5037","Prevotella scopos",92.3655745414642,"NZ_CP072390.1","SI002","75",6379,999766,0.6380493
"5038","Rhinovirus A",99.9012638230648,"NC_038311.1","SI002","75",5064,999766,0.50651853
"5039","Rhinovirus C",100,"NC_009996.1","SI002","75",5,999766,0.00050012
"5040","Rothia dentocariosa",96.4912280701754,"NZ_CP079201.1","SI002","75",171,999766,0.017104
"5041","Rothia mucilaginosa",99.7728190630048,"NZ_CP079822.1","SI002","75",19808,999766,1.98126362
"5042","Schaalia odontolytica",99.1598182054972,"NZ_CP102197.1","SI002","75",299459,999766,29.95290898
"5043","Selenomonas sp. oral taxon 478",84.3137254901961,"NZ_CP012071.1","SI002","75",102,999766,0.01020239
"5044","Streptococcus australis",81.6326530612245,"NZ_LS483444.1","SI002","75",49,999766,0.00490115
"5045","Streptococcus mitis",79.2304403591278,"NZ_CP012646.1","SI002","75",35085,999766,3.50932118
"5046","Streptococcus pseudopneumoniae",76.7857142857143,"NC_015875.1","SI002","75",112,999766,0.01120262
"5047","Streptococcus suis",86.3636363636364,"NZ_CP079193.1","SI002","75",88,999766,0.00880206
"5048","uncultured Actinomyces sp.",0,"NZ_CAKAHJ010000001.1","SI002","75",13994,999766,1.39972754
"5049","uncultured Campylobacter sp.",0,"NZ_CALGPY010000005.1","SI002","75",2259,999766,0.22595287
"5050","uncultured Fusobacterium sp.",0,"NZ_CAKOJV010000001.1","SI002","75",101,999766,0.01010236
"5051","uncultured Porphyromonas sp.",0,"NZ_UQJH01000001.1","SI002","75",68,999766,0.00680159
"5052","uncultured Prevotella sp.",0,"NZ_CAJTJS010000001.1","SI002","75",14419,999766,1.44223748
"5053","uncultured Streptococcus sp.",0,"NZ_CAMNMG010000001.1","SI002","75",360,999766,0.03600843
"5054","uncultured Treponema sp.",0,"NZ_CALHUL010000006.1","SI002","75",2626,999766,0.26266146
"5055","Veillonella atypica",98.1170519215907,"NZ_CP020566.1","SI002","75",14233,999766,1.42363313
"5056","Veillonella dispar",85.6609808102345,"NZ_LR134375.1","SI002","75",3752,999766,0.37528782
"5057","Veillonella nakazawae",76.661814653081,"NZ_AP022321.1","SI002","75",2061,999766,0.20614824
"5058","Veillonella parvula",97.4320241691843,"NZ_CP019721.1","SI002","75",662,999766,0.06621549
"5059","Actinomyces pacaensis",100,"NZ_LT635457.1","SI003","150",57,999859,0.0057008
"5060","Pseudoprevotella muciniphila",99.8906306963179,"NZ_CP033459.1","SI003","150",5486,999859,0.54867736
"5061","Alloprevotella tannerae",0,"CAKAFU010000002.1","SI003","150",171,999859,0.01710241
"5062","Bacteroides fragilis",96.1901216182676,"NZ_CP036550.1","SI003","150",8058,999859,0.80591363
"5063","Bifidobacterium longum",66.6666666666667,"NZ_CP102541.1","SI003","150",57,999859,0.0057008
"5064","Campylobacter concisus",100,"NZ_CP049272.1","SI003","150",943,999859,0.0943133
"5065","Campylobacter showae",100,"NZ_CP012544.1","SI003","150",71,999859,0.007101
"5066","Corynebacterium tuberculostearicum",97.117628508357,"NZ_CP073092.1","SI003","150",47565,999859,4.75717076
"5067","Fusobacterium nucleatum",88.5318242129388,"NZ_CP028101.1","SI003","150",99484,999859,9.94980292
"5068","Fusobacterium pseudoperiodonticum",97.0930232558139,"NZ_CP024703.1","SI003","150",172,999859,0.01720243
"5069","Gemella haemolysans",99.4715984147953,"NZ_CP083637.1","SI003","150",757,999859,0.07571068
"5070","Haemophilus haemolyticus",96.2314939434724,"NZ_CP031243.1","SI003","150",743,999859,0.07431048
"5071","Haemophilus influenzae",93.3313676347732,"NZ_AP018768.1","SI003","150",40698,999859,4.07037392
"5072","Haemophilus parahaemolyticus",99.3893553535494,"NZ_CP038817.1","SI003","150",489974,999859,49.00430961
"5073","Haemophilus parainfluenzae",99.1322561340515,"NZ_CP035368.2","SI003","150",3342,999859,0.33424713
"5074","Human rhinovirus sp.",0,"MT157224.1","SI003","150",43,999859,0.00430061
"5075","Lautropia mirabilis",100,"NZ_LR134378.1","SI003","150",243,999859,0.02430343
"5076","Micrococcus luteus",79.020979020979,"NZ_CP101528.1","SI003","150",286,999859,0.02860403
"5077","Neisseria subflava",93.7062937062937,"NZ_CP073114.1","SI003","150",143,999859,0.01430202
"5078","Porphyromonas gingivalis",99.6309963099631,"NZ_CP092048.1","SI003","150",271,999859,0.02710382
"5079","Prevotella dentalis",99.3630573248408,"NC_019960.1","SI003","150",157,999859,0.01570221
